percent_population_change,percent_people_over_65,percent_african_american,percent_hispanic,percent_hs_grad,percent_bachelor,rate_homeownership,median_house_value,median_hh_income,percent_poverty,percent_vote_difference
0.1,17.4,3.5,11.4,88.6,20.7,73.4,161800,50149,13.6,12.5
-2.6,22.5,0.4,2,88.8,20.7,82.6,68700,48875,9.8,25.4
-3.4,21.8,0.7,1.3,89.3,17.2,76.4,101200,41108,14.1,28
-5.1,24.9,0.3,2,91.3,17.6,82.6,80200,48468,8,22.7
-1.7,24.6,0.5,1.5,93.9,21.5,82.6,153200,46939,13.6,18
-3.1,22,0.3,1.5,89.7,13.8,88.2,121500,44069,7.9,17.4
0.2,16,0.6,5.7,90.2,22.3,81.8,180100,58922,8.8,17.9
-1.8,24.9,0.2,1.9,91.3,18.9,81.9,86100,47861,8.7,25.6
-0.7,14.4,2.5,6.4,91.7,26.9,67.5,136000,49594,14.4,11.9
-2.1,17.4,0.7,5.4,90.8,17.7,76,155400,55170,8.5,8.5
1.7,16.8,0.5,3.2,85,13.3,72.5,97800,40282,26.2,19.5
-0.2,20,0.4,4.1,87.9,17.5,80.8,88100,52198,7.9,21.9
-3,21.7,0.6,3.8,88.4,18.5,75.6,102600,48530,10.7,10.7
-0.8,18,0.6,3.4,90.6,17.7,81,156000,53904,10.2,16.9
-0.8,18,0.5,1.8,88.7,15,74,146600,47862,13.9,20.9
-1.2,17.5,0.5,1.5,88.6,16,80,153600,47649,12.6,20.9
0.4,17.6,3.4,11.2,87.2,16.6,71.7,106000,46004,16.3,33.6
-2.9,23.9,0.4,3.6,90.1,16.5,81.6,95300,52160,10.6,21.6
1.1,13.9,2.4,4.2,93.4,32.1,74,169800,60115,10.6,4.8
1,15.7,4.4,26.3,78.7,14.5,72,107800,48208,16,14.3
-3.1,21.8,0.5,4.9,88.6,14.3,80.9,84000,45389,13.1,21.5
4.2,14,5.7,4.5,94.3,40.1,74.9,171100,66252,8,-4.8
0.6,22.5,1.1,3.1,90,22.4,78.9,159700,48961,11.7,8.5
0.9,16.4,1.3,3.4,89.8,16.1,75.4,107900,45633,10.9,17.8
-2.2,18.4,2.4,2.9,88.5,13.5,79.3,145500,43928,14.8,21.2
-3.3,20.3,1.2,5,85.3,16.8,72.7,90600,46019,10.7,14.5
0.3,17.1,1.4,5.9,89.1,21.9,70.7,128100,50695,12.6,17.5
-0.1,22.7,0.5,1.2,92.1,20.5,79.7,148000,52350,9.2,19.4
4.7,12.9,11.7,7.3,89.9,39.4,59.8,198200,54247,16.9,-15.8
-1.1,18.5,0.7,3,87.6,16,80.9,87800,47569,11.9,22.4
-3.4,20.5,0.8,2.9,88.6,16.4,77.8,90500,47447,10,15.3
-4.5,20.4,0.5,7.8,89.2,14.6,78.6,97600,50802,11.6,19.7
1.6,14.1,4.1,7.8,90.5,27.7,75.5,187500,59915,11.6,7.1
-1.4,20.5,0.8,2.5,90.1,17.9,76.3,119300,46623,13.1,10.5
0.3,15.7,0.4,1.1,90.8,17.9,78.1,103800,50759,9.7,16.7
0.4,17.2,1.6,1.5,92.9,26.1,71.3,137500,46517,16.4,17.7
7.5,9.3,3.6,4.8,94.6,38,84.8,244400,86112,5.5,-4.9
3,10.2,2.1,2.5,93.2,25.1,81.9,193400,73098,7.8,7.7
-2,17.5,0.6,8.5,88.4,14.5,79.2,136900,54017,11.8,11.5
1.5,13.5,3.9,3.1,91,24.6,71.8,167600,54551,13.1,9.6
0,16,2.7,7.5,92.4,24.9,76.7,155400,56480,10.3,13
0.8,16.3,1.3,4.2,91.6,27.5,69.8,127500,54206,15.4,6.4
-3.5,21.4,0.8,4,88.4,17,73.5,91700,48026,9.8,34.9
-2.5,19.2,0.5,5.5,86.2,12.6,83,130000,45000,15.7,24.4
-4.8,25.7,0.5,1.9,89.5,15.1,81.4,66400,45714,9,25.4
-1.4,18.7,0.6,3,92.7,20,82.4,154000,53057,8.3,15.1
-0.6,21.6,1,1.7,88.4,13.6,75.2,114600,36928,16.9,14.7
-0.6,16.2,2.5,5.7,91.6,18.8,77.3,142700,53657,9.4,18.2
4.7,12.8,4.3,3.8,95.9,40.5,81.3,241900,81540,5.7,-7.5
-1.1,19.2,1.7,22.9,84.5,15.9,74.5,95700,49698,10.8,13.2
-1.2,18.1,0.4,2.4,90.1,16.5,77.3,107300,50507,9.2,10.7
-0.7,15.1,1.5,2.7,89.9,26.8,71.6,158000,47468,15,10.7
4.2,11.2,1.2,2.7,93.5,26.5,83.9,195000,71598,6.5,5
-3.2,20.1,0.4,4.2,90,17.4,79.1,97600,52510,12.2,23.8
-1.7,16.7,53.4,8,78.8,17.5,68,80900,27381,28.4,3.1
0.9,17.1,12.5,3.1,78.5,17.4,71.1,84300,33600,20.8,6.4
-3.8,21,40.9,1,74.7,11.6,85.3,70300,30750,25.7,6.2
-2,19.5,42.3,2,73.2,16,73.6,71200,31641,27.7,4.4
-5,17.9,36.2,2.5,73,9.9,81.7,81200,31060,24.1,12.7
-1.1,13.7,64.7,2.2,73.8,21.2,56.4,83500,28599,34.3,8.7
-1.5,17.6,28,5.6,68.2,9.5,70.5,61500,30000,23.7,8.9
-3.2,21,34,1.3,78.2,12.3,83.2,68800,31039,24.4,4.2
-0.5,15.6,43.9,3.9,72,10,73.2,64600,31061,25.3,11
-3,19.2,29.5,1.3,78.3,12.6,71.4,70600,29876,24.1,4.4
-5.4,14.3,84.1,1.2,80.9,18.6,80,54500,23689,33.1,21.2
-2.6,18.5,34.2,1.1,77,11.7,84.1,59900,31362,23.4,7.6
-2,16.3,58.6,1.4,79.1,17.9,71.3,80600,30764,26.4,7.4
-5.1,13.3,74.9,1.5,76.6,17.5,53.3,55600,26407,38.2,10.5
-2.2,15.4,51.4,2.8,79.6,13.5,76.3,74100,35421,26.3,6.6
-0.7,17,35.9,2.1,76.5,14.2,83,71800,33381,29.9,6.8
6,11.8,24.9,4.9,88.6,21.6,75.1,152600,58505,9.8,-0.6
1.9,12.7,37,3.2,83.8,27,56.5,117500,36726,27.6,0.6
-3.5,17.8,35.5,0.8,81.1,11.3,79.6,63700,32372,23,4.5
3.2,14.5,8.5,2.2,83.8,10.3,84.2,94400,43958,18.6,3.5
-0.5,12.9,27.2,1,75.7,7.8,87.4,83200,36888,18.2,5.8
-1.1,16.6,42.4,1.2,78.4,14.7,73.5,86500,34129,21.9,7.7
4.4,17.3,8.4,3.6,85.4,22,75.3,133900,44522,18.7,3.7
6.4,13.2,24,5.4,85.6,20.7,61,143000,43124,19.9,2
-0.7,12.1,70.8,1.6,85.1,27.4,59.3,106400,37626,25.3,0.5
-5.2,13.5,82.2,0.9,71.4,12.7,71,49000,22325,43.5,4.4
-6.8,14.2,75,2.5,64.1,10.9,54.3,63000,23600,44.9,7.6
-0.6,13.7,63.9,0.9,56.4,5.3,67.5,60800,24767,32.5,11.1
0.5,17.4,6.8,1.4,76.7,13.5,79,79300,36073,15.7,9.7
1.1,14.2,22.1,5.5,86.3,19.6,70.8,123300,48943,15.9,1.7
-2.7,18,52.4,1.2,76.6,12.9,79.3,72700,31170,22.1,6.1
-1.7,13.9,85.1,0.5,79.7,19.9,71.5,61500,26028,40,16.2
-5.3,19.3,59.9,1.2,78,14.4,78.8,78300,27186,27,7.3
0.8,15.5,29.3,4.3,78.7,16.8,73.5,84200,38074,23,3.4
-2.8,17.2,60.4,0.8,75.9,10.4,76.1,65500,29003,33.3,8.2
11.8,11.3,23.7,2.3,86.3,37.2,59.4,163000,43328,25.6,-2.6
7.9,11.6,20.6,2.5,90.3,33.1,65.8,163900,51154,17.4,-0.3
-0.7,15.1,42.9,2.2,84.1,18.9,66.1,87400,36203,24.1,5.8
-3.3,16.2,31.4,1.9,82.3,12.9,80,79600,38393,18.8,2
-2.6,14.4,41.9,4.2,74.9,10.7,75.5,73800,32521,27.7,4.7
2.8,14.3,28.7,2.5,82.9,21.8,70.9,108300,42074,18.3,6
-2.8,12.6,72.7,2.5,73.2,19,50.7,69200,24480,40.4,7.3
-0.3,15.6,31,1.1,82.8,16.8,74,84900,36498,23.5,6.4
-0.1,14.4,44,1.9,82,21.4,62.1,115700,37868,25.4,3.9
6.8,12.3,38.3,2.8,89.2,45.8,70.3,201200,59904,12.7,-1.2
-4.5,16.6,32.4,1.4,74.3,13.2,74.7,77900,29400,28.2,4.3
-2.4,15,47.6,3.3,73.9,11.2,79.5,83700,36022,22.2,11.2
-2.7,17.6,30.8,1.1,76.7,13.1,77.3,78500,36308,21.6,11.3
-4.8,19,45.5,1.2,72.7,13.1,74.5,68600,30466,31.1,6
-0.7,14.7,21.2,2,77.2,12.6,73.2,75900,37050,24.1,2.2
0.5,16.2,30.3,1.7,83.3,14.7,77.6,72100,39190,18.6,5.5
-3.7,15.7,71.7,1.1,65.5,11.2,71.8,59000,24338,34.6,0.8
3.7,10.3,37.2,1.7,86.4,42.6,51.7,129200,30987,33.7,-1.7
-0.7,14.2,49.7,1.8,75.8,14.3,76.3,77500,35715,25.3,9.4
-0.9,17.2,12.8,3,83.2,13.2,77.6,111600,42510,22.2,3.5
-0.2,17.2,20.2,1.3,80,8.2,84.9,81200,36124,21,5.3
-0.9,15.6,52.5,1.3,78.2,15.8,70.1,82200,34841,27.5,8.2
3.3,13.9,15.6,6.3,76.4,12,78.2,80000,39899,14,5
0.6,17,14.2,1.3,72.7,11.4,72.8,73200,32503,24.2,9.9
-6.6,15,69.1,1,68,13.7,68.6,49200,22863,40.7,6.1
4.2,13.3,20.2,2.6,88.9,28.5,75.5,148900,57380,11.5,-0.2
0.7,13.7,38.1,10.7,72.3,9.6,75.7,68600,34534,24.7,7.5
-5.5,16.1,69.6,1.7,77.3,21.1,64.4,64900,35125,31.2,7.5
-0.1,15.6,35.7,1.6,78.3,14.7,76,80800,38362,22.6,6.8
-1.8,17.2,23.6,1.5,80.8,13.2,83.3,77600,34753,23.6,4.1
0.5,14.3,19.8,1.7,84.5,13.6,82.6,107000,42963,18,4.6
-6.6,11.6,73,1.5,70.2,13,58.6,69500,26619,36.1,11.3
-4,13.5,56.4,6.2,65.7,8.5,73,64000,29853,30.2,7.6
-2.3,15,31.3,2.5,79.9,15.4,74.5,112600,41494,18.5,10.6
-0.9,15.8,16.7,4.8,75.8,10.3,76.5,74800,34636,25.5,6.8
-0.9,19.6,2.8,2.6,76.8,11.3,75.9,72900,32592,17.6,10.8
-1.7,10.2,75.6,2.4,76.8,15.4,43.6,74000,31446,30.3,19.2
3.5,15.7,15.1,4.6,76.1,14.8,72.8,85500,38373,23.5,7.5
-3.8,17.7,43.8,1.8,74.8,12.6,82.5,85100,31090,25.3,6.4
-1.6,14.6,48.2,2,83.4,24.7,64.9,103600,41025,24.4,6.6
-4.3,13.6,71.4,1.3,75.5,18.7,54.8,73700,28093,37.3,9.7
-1.2,15.7,39.4,1.5,72.7,10.2,83.3,68400,29925,28.4,5.5
-2.7,16.6,19.7,1.3,81.3,19,73.6,70900,33524,24.9,2.8
-7,15.5,70.2,0.7,71.9,11.8,77.5,59400,33618,27.8,3.9
-3.8,17.4,46.3,1.2,79.5,15.8,71.3,76300,30821,29.8,5.4
-3.2,18.3,38.5,1.7,77.5,13.2,74.6,67800,32930,22.2,7.2
-0.9,12.4,57.4,5.6,74.1,11.9,60,64100,26336,35.5,9.9
0,13.6,1.9,2.6,86.7,27.6,60.2,102600,34733,23.7,6.4
0.5,17.5,0.8,2.2,90.3,22,76.7,127700,54336,8.2,11
-5.3,23.8,0.4,1.3,89.3,21.3,69.6,76400,44426,11.6,7.7
1.4,16.7,6.9,2.6,84.3,13.1,74.2,90500,43013,17,11.8
0.2,20.2,0.5,8.8,82.2,13.3,75.9,107500,38710,19.1,9.9
-2.8,18.6,0.8,2.5,85.8,16.9,75.3,84700,40580,18.7,8.8
-2.7,18.7,1.1,2.2,83.9,11.9,73.8,99400,38579,18.6,15.8
-1.3,28.8,0.5,1.8,82.9,10.8,84,106400,32951,20.1,13.5
0.3,18,0.4,0.9,79.7,10.9,80.7,96600,37716,19.9,13.5
6.2,10.5,9.6,3.2,93,47.3,57.1,162200,48627,20,-7.9
0.3,14.6,6,6,86.1,20.1,64.7,109700,44363,17,12.8
0.4,17.7,5.5,1.7,78.2,14.4,65.9,89700,34969,21.2,9.2
-4.1,18.9,0.5,2,86.9,13.5,71,83600,41169,14.3,14.8
0.9,14.2,4.7,2,86,21.1,76.1,124500,47964,13,5.9
0,24.9,0.6,2.5,89.4,20.8,78.2,170200,43458,16.1,9.6
3.1,15.4,7.7,2.2,87.7,27.4,66.5,137500,46516,15.8,2.8
-2.7,20.6,2.1,1.3,83.9,15.6,80.3,83900,46002,13.6,11.8
-0.1,17.8,0.4,1.9,74.7,13.8,73.6,98300,30962,21.9,15.7
1.4,15.5,4,4.3,92,23.3,77.6,154900,60350,8.9,3
-0.2,24,0.3,2.1,84.1,14.6,70.9,88500,30302,23.3,10.4
-1.7,22.5,2.3,1,83.2,11.7,76.2,74700,39385,16.5,18.4
6,14.3,0.8,2.9,91.6,25.9,74,142600,52838,10.6,3.3
-3.1,19.1,0.3,0.8,85.2,12,76.8,71300,40204,17.6,38.2
5.3,12.8,6,6.6,91.8,30.6,71,153700,60936,9,-1.4
-2.1,17.3,1.6,2.1,90.4,17.1,72.6,142900,53826,10.2,15.2
0.8,14,11.8,2.7,90.4,30.8,66.8,142400,53931,13.3,-0
-0.1,16.5,7.4,1.6,85.9,18.4,73.3,119800,45992,17.8,8.4
-0.2,17.8,0.5,1.8,78.1,13.2,76,105100,35897,21.1,15.9
-3.2,22.2,0.5,1.8,85.3,13.2,77.1,78200,35483,20.6,8.5
-2.3,19.6,0.3,1.8,76.9,14.1,80.3,101400,40120,22.8,15.5
-1.6,18.9,0.6,1.5,84.2,16.4,76.3,104700,42393,14.7,15.3
-1.6,15.7,11.6,2,83,9.5,65.2,110400,44092,9.9,9.8
0,20.3,0.6,1.4,76.8,11.4,72.9,86000,36311,20.9,12.4
-1,22.2,0.4,1.2,81.7,10.5,77.7,102900,32130,22.6,16.1
-1.9,17.4,10.4,6.3,72.3,11.4,61.4,67800,31304,25.6,18
0.6,15.6,1,1.7,85.4,17.9,76.6,150500,48857,12.5,12.6
-2.3,21.6,0.4,1.4,84.2,15.4,77.2,116000,41392,14.8,11
1.3,19.7,0.6,1,85.7,15.3,72.2,80400,39192,17.2,14.6
3.9,15.3,3.2,3.5,90.1,28.3,59.3,128100,40337,18.7,-0.8
-0.6,21.2,0.8,2,85.4,14.9,72.3,72700,37964,15.8,13.2
-3.6,21,0.5,2.2,82.7,9.6,74.3,71300,37739,16.3,13.4
-1.1,20.5,1.4,2.1,85.8,14.4,73.1,95700,39839,18.1,16.6
-4.2,31.9,0.4,1.4,82.4,10.4,82.8,98700,29325,21.6,23.9
-8.1,22.8,0.3,1,89.7,16.2,71.6,78900,42979,12.3,9.8
0.1,17,5.6,1.4,85.6,22.7,74,96400,42747,18.2,9
-0.6,18.5,0.5,2,82.6,15.4,69.7,97700,32533,23.8,12.9
-3.4,18.7,1.6,1.7,77.3,11,72.3,78800,36387,23.7,33.3
1.3,13.5,24,8.8,88.3,27.6,61.1,126800,47015,17.4,-1.7
0.1,13.9,2.4,7.5,84.3,20.2,64.5,98300,40399,18.4,5
1.8,13.3,1.1,1.8,87.4,17.4,82.6,152100,54845,11.3,17.7
3.4,11.8,4.9,4,91.6,25.6,61.4,139200,47223,17.6,7
-3.2,21,0.5,1.2,85,14.8,74.8,64900,34481,26.3,22.9
-0.4,16.9,0.9,2.2,81.7,12.9,70,96800,39013,19.7,NA
-2.1,17.9,2.4,2.6,86.9,17,74.5,117300,50527,9.5,11.8
-1.6,17.8,0.5,7.1,84.5,15.4,72.9,93700,39334,18.6,8.2
-0.7,18,3.3,1.6,87.4,12.5,74.2,82300,42071,15,20
3.2,12.4,2,2.2,85.2,14.2,78.1,149400,52835,13.6,15.2
-3.5,20.2,0.8,1.9,87.5,12.7,76.7,68600,38250,15.1,21.6
-0.9,19.3,3.2,1.8,87,17.5,70.8,98500,40116,17.8,15.1
-1.2,14,1.6,11.6,78.5,10.5,69.5,86300,37997,21.8,10
-0.6,21,2.3,1.3,85.8,15.3,76.8,83600,38443,16.2,16.4
1.2,19.2,0.5,2.1,75,7.7,76.1,86100,35870,21.4,17.8
-1.8,19.3,0.5,1.1,82.7,16.5,77.3,116300,42566,16.7,13.4
0.5,16.9,5.2,1.6,84.1,18.5,68.1,102200,42046,16.2,12
-1.7,20.8,0.2,1,87.7,12.9,77.7,67600,40272,20.3,12.7
1.6,18,0.6,1.9,84.8,14.5,77.1,112000,35507,20.9,10.7
-0.9,16.2,24.7,2,71.6,9.8,63.9,60600,29787,26.9,14.4
1.6,14.8,4.1,4.6,82.3,18.1,74.6,112100,47118,11.4,7.5
-1.5,20.8,2.8,1.2,87.6,13.1,75.9,89500,40657,14.7,20.5
-3.2,19.8,1.6,1.6,80.8,12.1,75.3,101500,40236,17.5,16
-1.6,23.7,1,1.9,79.2,12.7,80.1,110500,34797,23.4,16.2
-3.6,17.6,15.8,1.6,76.9,12.3,62.2,75400,35793,21.7,21.3
0.8,17.4,1,5,85.4,18.1,74.9,107700,42268,15,6.9
-1.2,13.9,2.7,1.5,91.1,23.4,55.9,101800,36641,28.4,8.5
0.3,22.1,0.5,1.4,79.8,9.8,76.1,72400,27743,27.7,20.5
-1.3,16.7,0.3,0.7,88.6,15.4,82.2,123100,51408,8.7,7.2
-2.4,26.3,0.3,1.7,82.8,12.5,79.1,89900,32078,20,16.9
-3.5,15.3,26.7,2.2,72.5,10,54.9,64300,28889,29.3,15.9
1.2,16.6,0.6,2.1,82.8,14.6,77.8,123100,47876,12,11.4
0.1,15.3,3.4,8.3,81.8,15.2,69.6,98200,38580,18.4,12.3
-0.7,14.9,2.4,2.5,86.8,27.2,61.3,111700,41964,18.1,5
0.1,16.5,7.6,2.2,78.9,10.3,74.1,90100,39850,15.1,14.4
6.1,13,6.4,5.7,94.2,39.2,64.3,184900,67721,7.4,-4.8
-0.3,17.1,1,2.1,83.7,18.3,68.2,109800,39512,23.6,7.9
2.2,7.6,12.8,10.7,90.1,21.4,53.3,121600,49820,12.8,9.6
-3,23.6,0.3,1.4,84.7,13.7,74.6,100300,36713,18.8,14.1
0.9,19.3,1.2,1.2,89.6,13.3,81.5,108400,47969,9.9,17.5
-1.3,15.4,5.9,1.9,84.6,13.6,71.4,84600,37203,19.4,8.9
-2.3,17.1,1.4,2.3,88.3,13.9,78.1,117600,52698,11.6,16.8
-1.9,22.7,0.9,1.5,77.1,6.7,77.6,86100,34496,24.4,31.4
-0.9,19.6,0.7,1.2,75.2,10.7,71.9,76200,32291,24.6,15.2
5.3,13.2,4.7,3.1,93.6,35.1,80.3,189100,71077,5.8,1.6
-3.5,26.1,0.7,2.3,81.3,12.1,77.6,81600,31539,21.8,15.9
-1.3,17.3,0.9,1,82.1,10.7,82.2,121600,48433,11.9,29.3
0.9,15.3,4.5,1.4,79.5,14.3,68.7,98900,37238,19.4,20.5
0.3,16.5,23.9,2.7,92.1,40.6,71,174500,58910,10.9,-7
-0.1,16.6,5.2,9.8,82.8,17.2,67.8,85700,39519,18.6,15.4
-1.4,19.7,0.2,1.1,85.9,9.8,71,73600,34688,24,28.6
0.4,18.9,0.1,0.9,78.7,17,78.9,70900,39028,18.2,20.4
-0.7,16.5,11.7,2.2,80.3,14.6,69.2,96600,40651,19.1,11.7
-1.3,19.6,0.4,1.8,81,11.2,78.1,80300,31132,25.2,24
-4.2,20.6,0.7,1.6,89.5,12.7,71,71500,35938,18.4,14.6
-0.3,19,1.2,1.7,79.8,13.3,71.7,83800,37965,15,13
-3.4,27.4,0.5,2,84.9,15.2,78.6,145000,40850,17.1,7.8
-4.5,18.4,1.7,17.6,82.1,12,69.2,74200,36676,17,22.2
4.9,19.7,1.4,5.5,84.7,18.6,63.2,129100,38461,18.8,7.2
-1.4,19.5,3.7,2.2,82.9,12,75.3,98000,36082,21.4,14.7
-0.7,17.7,0.8,2,84.9,13.2,69.7,83700,38679,21,12.6
2.3,16.6,2.4,3.2,84.3,16,79.4,151300,50830,13.4,13
-0.5,15.4,2.4,1.3,71.6,8.4,76.3,73000,34702,23.4,30.7
-0.5,21.9,0.7,1.4,77.1,10.3,75.1,75100,33159,21.9,22
1.9,14.6,1.1,1.9,84.7,15,75.9,116800,44596,18.9,10.8
-4.5,24.3,0.8,1.3,92.9,15.6,76.3,57900,39348,13.2,21.9
-2.8,19.1,0.7,1.7,76.5,11.1,72.2,86700,28645,27.5,13.1
-0.6,11.4,47.5,3.8,82.9,29.6,44.6,119200,34582,27.4,-0.7
1.1,19.8,0.4,3.7,93.1,27.2,64.1,173400,41614,15.1,1.3
3.2,11.4,0.4,5.6,84.5,15.5,67.4,89300,39966,25.5,21.8
2,14.2,0.2,2.3,87.4,15.9,65.4,76200,37151,28.8,16.4
0.9,20.9,0.5,2.5,89.4,19.4,80.7,174000,45932,10.5,5.1
3.2,22.3,0.5,2.3,92.8,27.6,76.7,205900,47831,11.1,4.1
0.8,25.2,0.1,1.2,92.8,16.4,80.4,82400,39659,13.7,2
1.3,16.9,1.7,4.1,90.8,24.6,65.6,157900,44963,14.9,7.7
1.4,18.1,0.2,2.2,91.1,22.9,62.3,114200,40070,21.7,4.4
3.4,18.7,0.6,3,90.9,19.7,68.9,112100,43524,13.3,12.5
2.4,25.2,0.3,2,94.4,22.9,75.2,96800,46100,10.1,4.3
6.2,16.8,0.5,2.7,89.3,18.1,70.3,122200,50405,16,12.1
-1.5,20.7,0.4,3.1,89.1,18.1,72.7,117800,38958,20.5,30.5
7.5,15.7,0.2,1.7,92.7,16.1,72,106700,51164,5.9,7.8
-1.2,23,0.5,2.4,92.3,25.5,74.4,113800,38344,13.8,4.3
4.4,17.2,0.4,2.7,93.8,28.4,71,228100,46581,14.2,-0
8.7,11.2,0.4,3.1,96.1,46,61.8,261900,52833,14.1,-12.3
8.3,22.6,0.3,1.2,91.7,13,76.3,113300,45096,10.5,2.8
2.2,10.9,0.2,2.7,83.5,18.4,59.5,80200,33519,33.7,-0.9
-3.6,24.5,0.7,4.1,88.6,20.3,79.3,89300,39313,20.7,6.4
4.2,28.9,0.4,2.1,88.2,26.5,76.1,200500,45236,15.1,3.6
3.1,14.1,0.6,3.3,91.6,22.6,67.8,122600,43726,18.9,17.1
1.3,18.7,0.4,2.3,94.3,33.5,85.9,230100,60863,7.8,0.7
-3.9,22.5,0.1,1.7,93.4,29.7,75.4,106800,41932,12.4,3.7
1.2,19.7,0.4,4.1,90.2,24.8,69.1,218600,38019,22.4,7.3
3.9,16.2,0.5,3,94.7,37.5,72.3,203600,56243,10.4,-2
0.9,19.8,0.3,0.7,75.5,20.6,62.2,102800,44493,21,3.1
-2.9,24.8,0.4,2.8,86.8,18.3,78.4,158200,33333,17.9,6.6
-2.3,22.5,0.6,1.4,94.4,18.6,77.2,101600,46667,7.4,8.2
1.7,26.3,0.5,2.9,94.8,32.7,76.1,239600,47762,8.7,0.9
-2,26.2,0.3,1.8,89.8,17.4,71.9,115700,38182,13.6,8.9
0.8,26.6,0.5,2.8,89.2,12.1,70.9,167300,33033,18.4,11
3.1,13.6,0.6,3.1,94.5,39.1,58.8,237500,46117,16.5,-3.4
1.1,21.3,0.6,3.4,89.3,13.6,78.5,106100,43409,13,7.1
1.6,19.5,0.3,2.8,93.2,33.6,75.1,204500,42426,12.3,0.2
-1.8,21,0,1.2,96,15.4,76,83200,41705,11.1,7.4
-1.4,20.5,0.1,2.1,91.8,15.9,76.4,86600,42632,14,5.4
1.1,19.6,0.3,1.8,87,20.5,69.1,99000,41277,17.5,7.7
2.3,23.6,0.1,2,93.1,19.9,69.9,105200,46250,9.2,2.8
-1.7,18.5,1.1,2.3,90.3,17.8,71.5,120900,40802,15.3,12
-2.6,30,0.3,2.1,86.8,16.9,86.9,69800,38036,21.5,9.5
2,23.1,0.5,3.3,92.1,24.5,72.9,233700,38688,16.8,2.7
18.8,13,0.5,4.8,90.2,17.7,69.1,153000,58112,14.2,6.8
8.7,10.5,0.3,2.5,83.9,13.7,58.9,70100,36920,26.6,18.9
1,13.6,0.3,4.1,89.1,22.3,68.5,110900,48789,17.3,16.8
-0.4,26,0.3,2.5,87.2,16.7,76.6,166500,32881,22,7.8
9.2,20.8,0.4,2.2,90.7,23.4,74.4,109500,48667,11.8,8.2
1.4,17.3,0.5,4.2,90.9,22.2,65.5,121900,38659,19.1,19.9
1.9,20.1,0.3,3.3,92.5,22.1,79.9,185900,57906,7.8,6.2
0.4,23.5,0.1,2,91.7,27.1,73,192700,45938,13.5,1.1
-0.1,22,0.1,1.4,90.4,24.5,75.9,134700,43327,15.1,6.4
-3.3,15.6,0.8,3,88.1,14.6,63.5,106300,46972,16.3,8.1
-3.6,27,0.1,2.7,86.4,21.3,70.2,67500,37105,11.3,13.4
3.7,20.8,0.4,2.2,91,17.1,69,102300,47181,13.5,15.4
-3,23.9,0.4,1.7,80.4,19.2,71.5,78400,31867,11.2,7.3
10.2,24.6,0.1,2.5,84,19.6,70.9,102700,41875,13.3,11.5
5.2,15.3,0.8,5.2,92.3,28.7,68.8,181500,51342,12.3,1.4
0.3,16.5,1,8.8,90.7,20.4,69.8,98000,49440,12.8,5.7
-4.3,22.4,0.3,3,90.8,16.7,75.2,74300,43518,11,4.7
-1.5,21.2,0.2,5.1,94.5,31.7,61.6,76400,40568,6.9,3.6
10.7,29.6,2.6,4.1,91.3,15.8,63.6,85000,36875,15.4,7.9
5.4,21.8,0.2,0.2,99,16,58.2,57200,42917,17.7,-2
-2.8,21.6,0.4,1.7,93.1,13.8,77,85000,45246,9.7,5.1
0.3,16.1,0.7,11.9,90.4,17.6,65.9,90000,46373,23.9,21.1
-3.1,28.7,0.1,2,91.6,16.1,83.2,54500,41279,10.5,5.2
-6.4,24.3,0.2,1.2,91.2,21.8,69.5,58900,33647,15.6,4
4.6,12.9,1.1,8.6,92.3,31.6,64.8,139800,50963,13.6,0.3
-4.2,23.9,0.5,2.7,91.9,18.3,76.6,85700,46817,9.7,11.1
-1.7,20.6,0.4,2.8,91,14.1,75.9,99200,50247,9.4,9.7
1.1,16.1,0.5,3.1,94,23.6,79.2,146700,64697,6.4,6.7
-2.7,21.3,0.1,1.5,92.7,16.6,81.2,89100,48038,10.1,6.8
0.3,20.7,0.2,12.6,90.8,18.2,77.1,86000,45610,12.8,2.9
0.9,21.4,0.4,2.8,92.5,21.3,67,95500,45464,13,1.6
1.5,16.2,0.4,6.6,93.3,25.3,66.7,104100,51529,14,5.8
-3.5,19.1,0.7,8.9,87.3,17.6,77.8,76100,46784,9,5.2
-0.1,13.1,2.9,43.1,70.4,14.4,74.4,87900,51765,15.5,2
-1.2,21.5,0.3,9.6,88.7,17.5,70.6,88300,47500,11.6,6.7
-2,20.9,0.5,2.6,92.6,21,75.5,81600,44873,9.6,7.1
-0.7,12.7,4.3,37.4,72.8,11.1,64.4,103300,47069,16.9,8.8
-1.5,17.6,1.8,4.3,93.5,40.6,64.8,100700,40359,19.3,6.7
-0.9,15,4.3,33.2,75.8,16,68.3,88200,46078,14.8,0
-0.1,23.5,0.3,5.5,92.6,21.8,77.7,67400,44922,13.5,9.8
-3.6,19.7,0.6,12,86.1,16.5,76.8,76300,47325,11.2,13.6
0.1,19,1.1,11.3,86,18.7,68,109200,48626,10.7,7.5
5.1,11.5,11.6,12,89.5,36.4,62.7,143300,53325,14.3,-9.6
-6.1,23.3,0.4,6.5,93.7,22.2,67.6,69100,47431,8.1,7.6
-3.9,22.9,0.7,3.9,92.5,18.2,77.3,73300,48464,8.8,4.1
-4.6,25.7,0.2,1.9,91.2,17.5,82.2,56200,43011,12.9,11.7
-1.9,21.2,0.2,2.3,94.7,16.5,74.5,74200,50227,12,19.5
